RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB
RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB
RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE1.5BB
RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;FOLD;FOLD
RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;FOLD;FOLD;FOLD;FOLD
RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;FOLD;FOLD;FOLD;FOLD
RAISE2.5BB;RAISE1.5BB;FOLD;RAISE1.5BB;RAISE2.5BB;RAISE1.5BB;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;RAISE1.5BB;FOLD;FOLD;FOLD
RAISE2.5BB;RAISE1.5BB;FOLD;FOLD;FOLD;FOLD;FOLD;RAISE2.5BB;RAISE2.5BB;RAISE2.5BB;FOLD;FOLD;FOLD
RAISE2.5BB;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;RAISE2.5BB;RAISE2.5BB;RAISE1.5BB;FOLD;FOLD
RAISE2.5BB;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;RAISE2.5BB;RAISE2.5BB;FOLD;FOLD
RAISE2.5BB;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;RAISE2.5BB;FOLD;FOLD
RAISE1.5BB;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;RAISE2.5BB;FOLD
FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;RAISE2.5BB